customerid,date,Days_Since_Last_Purchase,total_spend,Average_Transaction_Value,Total_Transactions,Total_Products_Purchased,Unique_Products_Purchased,Average_Days_Between_Purchases,Favorite_Shopping_Day,Favorite_Shopping_Hour,is_uk,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,Outlier_Scores,Is_Outlier
17315.0,2011-12-09,0,6153.35,12.766286307053942,41,3805,257,0.7027027027027027,1,10,1,473.3346153846154,231.36658324742956,13.400714285714285,-1,1
17317.0,2011-10-24,46,2524.02,229.45636363636365,5,1074,8,4.2,6,12,1,1262.01,1083.1885938284247,-1531.8600000000001,-1,1
17340.0,2011-11-30,9,12158.3,28.743026004728137,15,5903,230,0.8341232227488151,3,10,1,1519.7875000000001,1616.1550560843916,-35.81452380952381,-1,1
17381.0,2011-12-01,8,20272.43,184.2948181818182,30,25646,40,3.229357798165138,0,11,1,1559.4176923076923,1105.6564407336928,-176.6134065934066,-1,1
17389.0,2011-12-09,0,31317.48,140.43713004484306,42,7442,47,1.436936936936937,3,15,1,2847.0436363636363,3687.8960336491937,798.086,-1,1
17396.0,2011-10-31,39,7312.8,281.26153846153846,7,2004,23,13.28,3,10,1,2437.6,1995.970147572353,1065.75,-1,1
17404.0,2011-12-05,4,30175.82,152.40313131313133,16,32320,109,1.7715736040609138,0,10,0,3017.582,2060.274123561663,-194.51721212121214,-1,1
17428.0,2011-12-09,0,17078.45,49.79139941690962,33,9435,255,1.043859649122807,1,10,1,1313.7269230769232,938.3873796162632,30.1286263736264,-1,1
17450.0,2011-12-01,8,189575.53,559.2198525073746,49,69021,124,1.0236686390532543,1,8,1,15797.960833333333,19100.80766572044,1199.2144405594406,-1,1
17509.0,2011-10-13,57,6069.24,16.537438692098092,11,3508,75,0.01092896174863388,4,14,1,6069.24,0.0,0.0,-1,1
17511.0,2011-12-07,2,88138.2,82.06536312849161,45,63014,465,0.32618825722274,2,11,1,6779.861538461539,2136.9636745931757,256.7398351648352,-1,1
17581.0,2011-12-09,0,10716.31,23.76121951219512,31,5849,231,0.8066666666666666,3,12,1,1071.6309999999999,493.6346800001889,93.05969696969697,-1,1
17602.0,2011-12-07,2,5002.22,8.99679856115108,8,4100,335,0.572972972972973,2,20,1,833.7033333333334,395.47935549996373,92.92057142857142,-1,1
17611.0,2011-12-06,3,3924.77,6.849511343804537,19,2542,440,0.6083916083916084,6,14,1,327.06416666666667,188.52225566510867,-11.873951048951046,-1,1
17616.0,2011-06-19,173,571.1999999999999,190.4,3,224,1,96.5,1,10,1,190.39999999999998,124.64605890279886,-81.6,-1,1
17675.0,2011-12-08,1,20098.1,27.8753120665742,41,8278,240,0.48194444444444445,2,13,1,1546.0076923076922,794.1423440852597,71.24329670329672,-1,1
17677.0,2011-12-08,1,16201.37,50.629281250000005,43,9722,179,1.103448275862069,2,12,1,1246.2592307692307,655.8086547596733,31.951978021978025,-1,1
17706.0,2011-12-05,4,10097.37,25.56296202531646,22,3833,270,0.9035532994923858,3,12,1,1442.4814285714288,1023.806287674066,56.80821428571432,-1,1
17735.0,2011-12-07,2,13110.02,19.00002898550725,19,8439,319,0.5152394775036284,3,10,1,1008.463076923077,558.3160138067659,16.033846153846152,-1,1
17757.0,2011-12-08,1,5569.64,7.526540540540541,31,3313,274,0.4790257104194858,0,16,1,428.43384615384616,279.2048430375824,16.691428571428577,-1,1
17788.0,2011-09-27,73,1112.95,278.2375,2,210,2,18.333333333333332,1,10,1,556.475,770.3574827636842,1089.45,-1,1
17811.0,2011-12-05,4,7595.1,8.956485849056603,51,4096,358,0.36481700118063753,0,12,1,632.9250000000001,529.8826740378048,-22.99377622377623,-1,1
17841.0,2011-12-08,1,39861.49,5.110447435897435,169,22613,1330,0.039364021028336964,2,12,1,3066.2684615384615,1601.8663314648852,288.77884615384613,-1,1
17850.0,2011-02-10,302,5303.4800000000005,17.163365695792884,35,1696,24,0.22402597402597402,3,9,1,2651.7400000000002,3874.1956277142226,-5478.9400000000005,-1,1
17857.0,2011-12-06,3,25185.84,503.7168,24,14652,18,7.183673469387755,1,13,1,2289.621818181818,2037.4958356267534,219.99236363636365,-1,1
17940.0,2011-10-21,49,2152.1800000000003,126.5988235294118,9,9322,5,15.5625,1,9,1,307.45428571428573,327.9139604051213,-85.94642857142856,-1,1
17949.0,2011-12-08,1,53215.74,700.2071052631578,49,27572,28,4.72,3,11,1,4093.5184615384615,5874.3160546935815,199.2197802197802,-1,1
18017.0,2011-09-19,81,523.0,174.33333333333334,3,300,1,114.5,0,13,1,174.33333333333334,8.08290376865476,6.999999999999999,-1,1
18080.0,2011-11-21,18,1231.5,615.75,2,642,2,223.0,0,8,1,615.75,319.25871170572617,-451.4999999999999,-1,1
18087.0,2011-07-18,144,2917.3199999999997,486.2199999999999,3,3570,6,31.2,0,13,1,1458.6599999999999,2409.0562349600723,-3406.92,-1,1
18102.0,2011-12-09,0,259657.3,602.45313225058,60,64124,150,0.8232558139534883,0,11,1,21638.108333333334,17937.59211274206,1242.3120279720279,-1,1
18118.0,2011-11-29,10,5564.63,4.391973164956591,31,2848,423,0.27330173775671407,4,12,1,505.87545454545455,247.40660829345836,-1.253454545454545,-1,1
18139.0,2011-11-22,17,8438.34,53.07132075471698,6,5557,35,0.0,0,14,1,8438.34,0.0,0.0,-1,1
18251.0,2011-09-13,87,4314.72,269.67,1,7824,16,0.0,1,15,1,4314.72,0.0,0.0,-1,1
18273.0,2011-12-07,2,204.0,68.0,3,80,1,127.5,0,11,1,68.0,29.444863728670914,0.0,-1,1
