customerid,date,Days_Since_Last_Purchase,total_spend,Average_Transaction_Value,Total_Transactions,Total_Products_Purchased,Unique_Products_Purchased,Average_Days_Between_Purchases,Favorite_Shopping_Day,Favorite_Shopping_Hour,is_uk,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
13990.0,2011-05-10,213,311.3,19.45625,1,190,16,0.0,1,15,1,311.3,0.0,0.0
13991.0,2011-11-27,12,846.54,10.199277108433735,7,992,57,1.5731707317073171,6,13,1,211.635,77.86778302567326,54.88799999999999
13992.0,2011-11-09,30,76.8,15.36,1,64,5,0.0,2,15,1,76.8,0.0,0.0
13993.0,2011-11-07,32,3409.66,27.27728,12,892,66,2.3629032258064515,2,12,1,378.8511111111111,237.93970336224075,-6.725666666666677
13994.0,2011-12-06,3,2274.14,15.36581081081081,6,932,122,0.9591836734693877,0,15,1,454.8280000000001,526.1172730675169,90.14800000000002
13995.0,2011-11-24,15,1383.49,15.902183908045975,6,867,55,2.6627906976744184,3,8,1,276.698,97.06465304115603,-27.12
13999.0,2011-11-29,10,3865.26,18.23235849056604,15,2231,102,1.6350710900473933,0,11,1,386.526,164.0059694848534,24.537939393939393
14000.0,2011-05-17,206,633.71,39.606875,2,707,15,0.26666666666666666,3,16,1,633.71,0.0,0.0
14001.0,2011-10-25,45,2043.08,52.38666666666667,3,962,34,8.605263157894736,1,9,1,681.0266666666666,356.28914456285827,216.35000000000002
14002.0,2011-07-28,134,529.73,11.270851063829788,2,877,47,0.4782608695652174,3,15,1,529.73,0.0,0.0
14004.0,2011-10-27,43,4582.64,26.799064327485382,7,2668,102,1.4294117647058824,3,12,1,916.528,337.4809059339506,5.314999999999998
14005.0,2011-11-30,9,2874.72,34.22285714285714,5,2478,53,2.4698795180722892,2,10,1,574.944,743.9985829825215,355.658
14006.0,2011-08-16,115,962.19,32.073,3,641,22,6.758620689655173,1,16,1,320.73,32.04721048702989,-2.1699999999999875
14009.0,2011-05-25,198,685.9300000000001,15.589318181818184,3,361,42,0.13953488372093023,2,13,1,685.9300000000001,0.0,0.0
14012.0,2011-03-07,277,328.8,29.89090909090909,1,160,11,0.0,0,12,1,328.8,0.0,0.0
14013.0,2011-08-21,110,473.02,13.91235294117647,3,462,30,5.0,6,15,1,157.67333333333332,40.412301757426945,40.36
14014.0,2011-09-23,77,505.18,12.953333333333331,1,1076,39,0.0,4,13,1,505.18,0.0,0.0
14015.0,2011-10-18,52,917.34,45.867,1,378,20,0.0,1,10,1,917.34,0.0,0.0
14016.0,2011-07-08,154,4278.46,26.574285714285715,5,2123,153,1.25625,4,10,0,1069.615,324.3114275404635,43.604000000000006
14019.0,2011-10-24,46,1398.96,20.57294117647059,4,1034,37,1.3432835820895523,6,15,1,466.32,134.10673249318992,118.39500000000001
14020.0,2011-11-23,16,642.8,16.48205128205128,2,441,37,1.868421052631579,2,9,1,321.4,13.774440097513898,-19.47999999999996
14021.0,2011-07-07,155,631.9,28.722727272727276,3,192,22,4.761904761904762,3,13,1,210.63333333333333,86.89616408871761,-34.35000000000001
14022.0,2011-04-28,225,440.0,15.714285714285714,1,487,28,0.0,3,14,1,440.0,0.0,0.0
14023.0,2011-12-02,7,584.07,18.840967741935486,2,345,30,8.066666666666666,6,15,1,292.03499999999997,26.721565261039665,37.79000000000002
14024.0,2011-08-10,121,327.7,20.48125,2,150,16,0.13333333333333333,6,13,1,327.7,0.0,0.0
14027.0,2011-10-10,60,104.82,17.47,1,62,6,0.0,0,9,1,104.82,0.0,0.0
14029.0,2011-10-07,63,467.66,31.177333333333333,2,198,15,5.714285714285714,4,14,1,233.82999999999998,97.0574767856655,137.25999999999996
14030.0,2011-11-21,18,2358.84,9.747272727272728,8,1478,210,1.4315352697095436,0,16,1,393.14000000000004,198.50661288732925,-38.42628571428572
14032.0,2011-12-07,2,2929.84,19.275263157894734,18,2008,53,2.3509933774834435,1,11,1,366.23,165.0139755986054,-14.91095238095238
14034.0,2011-11-17,22,509.09,5.720112359550561,4,312,82,1.5340909090909092,3,14,1,254.54500000000002,112.52190209021533,-159.13000000000002
14035.0,2011-11-11,28,1428.02,21.636666666666667,5,739,41,4.107692307692307,6,15,1,285.604,94.24475412456654,-11.110000000000008
14036.0,2011-02-28,284,626.65,16.49078947368421,1,268,38,0.0,0,9,1,626.65,0.0,0.0
14037.0,2011-06-16,176,147.20000000000002,5.257142857142858,2,46,27,6.962962962962963,4,11,1,73.6,54.02295808265222,-76.39999999999999
14038.0,2011-09-22,78,1554.48,16.71483870967742,4,963,64,1.3804347826086956,0,14,1,518.16,174.41231493217438,-118.22999999999995
14039.0,2011-11-06,33,152.2,25.366666666666664,1,92,6,0.0,6,13,1,152.2,0.0,0.0
14040.0,2011-10-30,40,3491.64,14.92153846153846,14,1515,146,1.2231759656652361,6,12,1,436.455,287.42037277429426,-5.701428571428569
14041.0,2011-03-18,266,141.41,6.733809523809524,1,94,21,0.0,4,13,1,141.41,0.0,0.0
14044.0,2011-11-13,26,646.42,3.1379611650485435,4,304,165,1.3756097560975609,6,14,1,161.605,35.97623335851971,-15.349999999999998
14046.0,2011-02-28,284,151.59,11.660769230769231,1,443,13,0.0,0,14,1,151.59,0.0,0.0
14047.0,2011-12-01,8,1290.01,37.94147058823529,7,377,22,10.969696969696969,3,11,1,258.002,146.91671831347176,46.86
14048.0,2011-03-07,277,375.13,4.262840909090909,2,274,84,0.3103448275862069,0,14,1,187.565,314.4715987970933,-444.73
14049.0,2011-11-23,16,5536.15,11.184141414141411,6,3784,352,0.6052631578947368,2,11,1,1384.0375,946.3000194925849,209.93099999999995
14050.0,2011-11-08,31,746.36,13.821481481481484,2,689,49,1.3962264150943395,3,13,1,373.18,159.52328983568515,-225.60000000000002
14052.0,2011-11-20,19,225.36,4.024285714285715,1,89,56,0.0,6,12,1,225.35999999999999,0.0,0.0
14053.0,2011-08-07,124,260.25,65.0625,2,215,2,11.666666666666666,6,12,1,130.125,34.11790219225092,-48.25
14054.0,2011-10-05,65,92.46,15.409999999999998,1,62,6,0.0,2,15,1,92.46000000000001,0.0,0.0
14055.0,2011-08-25,106,725.6400000000001,72.56400000000001,1,216,10,0.0,3,15,1,725.6400000000001,0.0,0.0
14057.0,2011-11-16,23,6141.099999999999,21.17620689655172,18,4705,179,1.1314878892733564,1,12,1,558.2818181818183,280.98602665677817,-3.594636363636364
14059.0,2011-03-18,266,183.6,22.95,1,128,8,0.0,4,10,1,183.6,0.0,0.0
14060.0,2011-12-05,4,6135.38,30.22354679802956,20,5374,86,1.7722772277227723,2,12,1,471.9523076923077,261.223798372004,-14.829340659340655
14062.0,2011-11-30,9,10464.85,94.27792792792792,12,5593,60,3.1818181818181817,3,15,1,1308.10625,473.1595078357373,-25.31440476190475
14064.0,2011-11-10,29,1168.92,14.796455696202532,7,1334,59,3.1153846153846154,3,13,1,233.78400000000002,255.47911251215822,-25.57900000000001
14066.0,2011-03-18,266,152.55,21.792857142857144,1,45,7,0.0,4,12,1,152.55,0.0,0.0
14067.0,2011-10-07,63,374.7,7.2057692307692305,2,361,51,0.6274509803921569,4,10,1,187.35,52.7784501477639,-74.63999999999999
14068.0,2011-01-23,320,265.85,11.077083333333334,1,73,22,0.0,6,16,1,265.85,0.0,0.0
14071.0,2011-12-06,3,1291.34,3.913151515151515,9,861,270,0.78419452887538,1,12,1,258.268,250.75770450775784,20.777000000000005
14073.0,2011-11-18,21,139.54,9.967142857142855,2,128,13,0.8461538461538461,0,15,1,139.54,0.0,0.0
14075.0,2011-12-05,4,942.26,21.913023255813957,3,754,33,6.071428571428571,2,16,1,314.08666666666664,5.354711321194942,4.430000000000007
14076.0,2011-08-02,129,118.67,2.6970454545454547,1,79,43,0.0,1,15,1,118.67,0.0,0.0
14077.0,2011-10-30,40,499.42,11.89095238095238,5,268,33,5.634146341463414,3,15,1,99.88399999999999,30.39591798251864,0.5019999999999997
14078.0,2011-08-30,101,1049.37,16.144153846153845,6,310,46,4.203125,2,12,1,174.89499999999998,50.13895601226655,16.932285714285715
14079.0,2011-08-07,124,375.1,31.258333333333336,1,301,12,0.0,6,12,1,375.1,0.0,0.0
14080.0,2011-11-07,32,45.6,11.4,1,48,4,0.0,0,11,1,45.599999999999994,0.0,0.0
14081.0,2011-03-17,267,891.77,5.828562091503268,4,589,126,0.6578947368421053,3,16,1,297.25666666666666,276.56016096562666,-221.70999999999998
14082.0,2010-12-10,364,182.25,6.2844827586206895,1,110,28,0.0,4,11,1,182.25,0.0,0.0
14083.0,2011-12-05,4,1002.9,5.666101694915255,9,705,162,2.0681818181818183,0,13,1,167.15,224.83224395090667,4.643428571428568
14085.0,2011-12-07,2,4408.54,9.818574610244989,19,3176,272,0.7991071428571429,3,13,1,440.854,293.4964510177253,-43.71587878787878
14087.0,2011-12-07,2,178.72,2.590144927536232,2,249,62,0.0,2,12,1,178.72,0.0,0.0
14089.0,2011-10-14,56,158.75,12.211538461538462,1,133,13,0.0,4,10,1,158.75,0.0,0.0
14090.0,2011-01-19,324,76.32000000000001,76.32000000000001,1,72,1,,2,10,1,76.32000000000001,0.0,0.0
14092.0,2011-12-02,7,4063.1,18.723963133640552,17,2061,117,1.6574074074074074,2,12,1,338.59166666666664,160.24296664941667,10.535664335664334
14093.0,2011-11-27,12,433.86,4.3386000000000005,1,391,95,0.0,6,16,1,433.86,0.0,0.0
14098.0,2011-11-03,36,147.35,7.016666666666667,1,104,21,0.0,3,10,1,147.35,0.0,0.0
14099.0,2011-11-23,16,3092.9700000000003,12.273690476190476,12,2177,167,1.3306772908366533,2,11,1,309.297,118.46671806883148,10.569636363636366
14100.0,2011-07-25,137,191.95,7.678000000000001,1,63,24,0.0,0,11,1,191.95,0.0,0.0
14101.0,2011-09-27,73,5976.79,170.76542857142857,6,6942,15,7.352941176470588,4,12,1,996.1316666666667,187.6770515983951,9.939142857142864
14102.0,2011-12-04,5,1060.33,16.83063492063492,8,746,35,0.5967741935483871,2,13,1,353.4433333333333,327.64725183241404,-47.8
14104.0,2011-07-08,154,216.21,10.295714285714284,2,72,21,0.55,0,12,1,108.105,4.461843789287117,-6.310000000000002
14105.0,2011-09-15,85,1260.33,16.58328947368421,2,798,74,2.04,3,17,1,630.165,899.5317495508426,-1272.13
14107.0,2011-10-19,51,2688.48,21.681290322580644,8,1788,61,2.5121951219512195,4,12,1,384.06857142857143,148.44410277144405,7.874285714285714
14108.0,2011-11-09,30,594.16,16.976,3,380,33,2.0588235294117645,2,10,1,198.0533333333333,174.93307186845297,7.625
14109.0,2011-11-16,23,80.2,5.728571428571429,2,56,9,3.769230769230769,2,10,1,40.099999999999994,147.2196318430392,-208.2
14110.0,2011-12-06,3,5669.65,36.343910256410254,13,2443,94,1.664516129032258,4,9,1,566.9649999999999,327.85274991644917,-1.7224848484848492
14111.0,2011-11-25,14,688.6,62.6,5,457,10,22.5,4,13,1,172.15,156.59669536743107,80.05
14112.0,2011-11-17,22,2774.17,16.035664739884393,12,1608,117,1.441860465116279,6,12,1,554.8340000000001,251.30675573887783,-49.603
14113.0,2011-12-06,3,1377.92,34.448,8,635,26,8.948717948717949,3,10,1,196.8457142857143,335.86922364997673,57.39214285714286
14114.0,2011-03-11,273,386.53,25.768666666666665,2,101,15,4.0,3,11,1,193.265,2.637508293825835,-3.730000000000018
14116.0,2011-11-20,19,1382.74,19.204722222222223,5,707,61,1.408450704225352,3,13,1,345.685,54.360073890065074,33.79
14117.0,2011-07-19,143,90.0,30.0,1,72,3,0.0,1,9,1,90.0,0.0,0.0
14119.0,2010-12-20,354,-19.9,-19.9,1,-2,1,,0,13,1,-19.9,0.0,0.0
14121.0,2011-12-06,3,2740.3,17.020496894409938,6,2078,148,0.3375,1,10,1,913.4333333333334,792.1779272570863,263.955
14124.0,2011-09-16,84,419.58,83.91600000000001,1,1618,4,0.0,4,13,1,419.58,0.0,0.0
14125.0,2011-11-29,10,2720.63,16.38933734939759,3,1628,159,0.40606060606060607,3,15,1,1360.315,91.76124699457826,129.76999999999998
14126.0,2011-12-02,7,643.6300000000001,40.22687500000001,4,458,14,0.13333333333333333,1,12,1,321.81500000000005,455.11513757509766,-643.6300000000001
14127.0,2011-08-09,122,709.71,16.129772727272726,3,321,39,4.325581395348837,2,12,1,236.57000000000002,90.34836080416734,-28.574999999999985
14128.0,2011-10-10,60,637.5,13.858695652173912,2,564,40,4.333333333333333,0,12,1,318.75,18.681761158948557,26.41999999999996
14129.0,2011-12-08,1,1123.86,21.61269230769231,5,592,31,5.0588235294117645,3,9,1,280.96500000000003,102.15245616234589,-74.12400000000002
14130.0,2011-01-24,319,480.91,7.286515151515152,1,257,66,0.0,0,16,1,480.91,0.0,0.0
14132.0,2011-12-07,2,3580.13,17.811592039800995,12,3366,100,0.885,3,10,1,511.44714285714286,234.75207565388962,6.523214285714291
14133.0,2011-08-02,129,590.3399999999999,19.678,5,342,26,6.379310344827586,4,11,1,196.77999999999997,184.29291142092254,-15.180000000000007
14135.0,2011-12-08,1,4690.31,35.00231343283583,15,3850,95,2.7518796992481205,1,10,1,586.28875,265.2720046850833,-44.22964285714286
14138.0,2011-12-08,1,965.88,20.99739130434783,2,600,40,1.3777777777777778,4,9,1,482.94000000000005,196.25041605051445,-277.54
14139.0,2011-10-24,46,415.82,15.993076923076924,1,510,26,0.0,0,13,1,415.82,0.0,0.0
14140.0,2011-12-06,3,920.05,13.732089552238806,3,809,60,0.4090909090909091,1,11,1,460.025,93.2885976419412,-131.93
14141.0,2011-12-07,2,879.0300000000001,19.10934782608696,6,337,28,2.2222222222222223,4,14,1,219.75750000000002,48.1462192181276,-16.731
14142.0,2010-12-01,373,311.81,14.17318181818182,1,313,22,0.0,2,16,1,311.81,0.0,0.0
14143.0,2011-07-29,133,115.8,16.54285714285714,1,30,7,0.0,4,9,1,115.8,0.0,0.0
14145.0,2011-10-24,46,3148.2,262.35,5,636,6,15.272727272727273,0,12,1,1049.3999999999999,137.178423959455,-118.79999999999994
14146.0,2011-12-01,8,2949.57,12.039061224489796,6,1886,183,1.4221311475409837,3,15,1,589.914,1050.0047881462256,227.10000000000002
14147.0,2011-10-21,49,468.4,78.06666666666666,3,96,4,47.0,3,18,1,156.13333333333335,159.4809497505371,-98.9
14148.0,2011-04-20,233,157.2,52.4,1,16,3,0.0,2,12,1,157.2,0.0,0.0
14149.0,2011-05-11,212,259.43,6.48575,3,129,28,0.20512820512820512,1,9,1,259.43,0.0,0.0
14150.0,2011-11-04,35,658.64,25.33230769230769,2,496,23,12.96,4,10,1,329.32,32.724901833313396,46.27999999999997
14152.0,2011-09-25,75,611.09,12.2218,3,699,47,3.2244897959183674,1,15,1,305.545,1.7465537495307917,2.4700000000000273
14154.0,2011-04-14,239,1345.62,25.87730769230769,2,465,52,0.0,3,16,1,1345.62,0.0,0.0
14155.0,2011-03-18,266,118.75,19.791666666666668,1,25,6,0.0,4,14,1,118.75,0.0,0.0
14157.0,2011-11-20,19,392.44,8.349787234042553,3,260,45,5.760869565217392,6,13,1,196.22000000000003,57.2897914117341,-81.02000000000001
14158.0,2011-10-30,40,507.66,12.381951219512196,1,781,41,0.0,6,15,1,507.65999999999997,0.0,0.0
14161.0,2011-05-08,215,1097.62,10.554038461538465,3,450,87,1.4757281553398058,6,11,1,365.8733333333334,161.01105686670508,134.14000000000004
14162.0,2011-06-19,173,289.36,11.5744,2,142,25,4.916666666666667,6,12,1,144.68,46.66904755831214,-66.0
14163.0,2011-09-13,87,2445.91,47.036730769230765,4,893,36,2.9411764705882355,1,15,1,611.4775,279.4004066299833,169.56300000000002
14164.0,2011-09-30,70,1631.77,56.26793103448276,2,1033,28,0.35714285714285715,1,12,1,1631.77,0.0,0.0
14165.0,2011-03-09,275,120.44,5.0183333333333335,1,53,23,0.0,2,12,1,120.44,0.0,0.0
14167.0,2011-10-31,39,562.59,11.2518,4,147,27,5.918367346938775,0,15,1,140.6475,26.36347267843649,9.337000000000003
14171.0,2011-09-02,98,363.79,6.272241379310345,1,167,57,0.0,4,16,1,363.79,0.0,0.0
14173.0,2011-11-29,10,450.84,15.546206896551723,4,150,28,7.392857142857143,1,13,1,150.28,49.77228244716129,46.495
14174.0,2011-11-06,33,134.46,5.171538461538462,1,94,26,0.0,6,13,1,134.46,0.0,0.0
14175.0,2011-10-19,51,3108.06,18.95158536585366,7,1461,139,1.6932515337423313,1,11,1,777.015,886.1862006185082,424.96600000000007
14176.0,2011-02-15,297,574.0,17.9375,5,207,28,2.225806451612903,1,12,1,191.33333333333334,92.48824700108298,69.75000000000001
14177.0,2011-09-16,84,544.51,12.96452380952381,5,203,37,2.292682926829268,0,11,1,272.255,232.10780092448422,328.25
14178.0,2011-12-01,8,1580.26,5.000822784810127,7,1492,190,0.5428571428571428,4,12,1,263.37666666666667,139.7109867786591,49.85428571428571
14179.0,2011-10-30,40,701.57,4.46859872611465,2,319,135,0.07051282051282051,1,14,1,701.57,0.0,0.0
14180.0,2011-11-29,10,4640.77,18.71278225806452,31,710,112,1.408906882591093,2,13,1,386.73083333333335,250.35168926417137,-48.09122377622378
14184.0,2011-10-04,66,452.89,18.870416666666667,1,127,24,0.0,1,12,1,452.89,0.0,0.0
14185.0,2011-01-12,331,197.65,65.88333333333334,1,6,3,0.0,2,13,1,197.65,0.0,0.0
14188.0,2011-12-01,8,2018.91,28.435352112676057,10,1145,34,4.228571428571429,2,13,1,252.36375,167.69066572007773,-48.09559523809524
14189.0,2011-12-07,2,4604.31,16.622057761732854,24,3919,176,1.286231884057971,3,16,1,383.69249999999994,127.26693579923761,6.398916083916083
14191.0,2011-12-08,1,4660.01,17.718669201520914,14,3657,146,0.8129770992366412,1,14,1,582.50125,368.8622942987764,36.371309523809515
14193.0,2011-10-03,67,853.39,20.318809523809524,2,445,35,4.902439024390244,1,11,1,426.69500000000005,5.876057351660191,8.310000000000002
14195.0,2011-05-22,201,962.7,120.3375,3,702,7,7.0,4,16,1,481.35,421.08208819658904,-595.5
14196.0,2011-08-25,106,335.52,55.92,1,142,6,0.0,3,10,1,335.52,0.0,0.0
14198.0,2011-12-05,4,663.5,15.079545454545457,7,280,35,5.372093023255814,0,16,1,132.7,79.29791138485301,-36.425000000000004
14199.0,2011-05-05,218,185.4,92.7,1,28,2,0.0,3,13,1,185.39999999999998,0.0,0.0
14201.0,2011-10-10,60,688.04,17.64205128205128,9,578,32,7.7894736842105265,1,13,1,98.29142857142857,29.79660575108706,4.802142857142856
14204.0,2011-12-07,2,150.61,3.861794871794872,1,72,36,0.0,2,13,1,150.61,0.0,0.0
14205.0,2011-11-23,16,228.5,6.0131578947368425,3,100,34,9.405405405405405,3,13,1,76.16666666666667,272.4500015293326,241.0
14206.0,2011-04-14,239,308.26,14.67904761904762,2,274,21,6.05,3,16,1,154.13,246.1155862597897,348.05999999999995
14208.0,2011-09-06,94,151.74,15.174,1,114,10,0.0,1,12,1,151.74,0.0,0.0
14209.0,2011-11-29,10,2067.13,23.49011363636364,7,688,55,3.6551724137931036,1,10,1,344.5216666666667,86.9251886202536,-23.48028571428572
14210.0,2011-09-09,91,1900.89,18.4552427184466,7,759,66,2.715686274509804,1,12,1,271.5557142857143,123.71709324868883,-37.02214285714286
14211.0,2011-10-17,53,2208.3,18.71440677966102,13,1232,87,2.0256410256410255,0,10,1,368.05,315.54627749349225,96.79600000000002
14212.0,2011-09-11,89,1070.48,118.94222222222224,1,1152,9,0.0,6,12,1,1070.48,0.0,0.0
14213.0,2010-12-03,371,-1192.2,-238.44,1,-244,5,0.0,4,9,1,-1192.2,0.0,0.0
14214.0,2011-11-09,30,1000.23,14.289,7,748,64,3.5217391304347827,0,12,1,200.046,248.82987758707753,-129.754
14215.0,2011-11-28,11,1777.92,16.31119266055046,7,1354,98,3.2777777777777777,0,14,1,355.584,244.6790663910585,6.0949999999999935
14216.0,2011-12-06,3,1839.3,31.17457627118644,4,594,47,0.5689655172413793,2,10,1,919.65,471.06039549085426,-666.1800000000001
14217.0,2011-12-08,1,1925.36,17.994018691588785,24,677,78,3.349056603773585,3,12,1,160.4466666666667,83.16407488522405,7.982027972027975
14218.0,2011-10-28,42,169.48000000000002,14.123333333333337,1,160,12,0.0,4,10,1,169.48000000000002,0.0,0.0
14219.0,2011-12-05,4,89.94,12.848571428571429,1,78,7,0.0,0,16,1,89.94,0.0,0.0
14220.0,2011-04-06,247,632.4,30.114285714285717,2,272,21,5.5,3,18,1,316.20000000000005,4.553767670841345,6.439999999999998
14221.0,2011-10-28,42,3427.85,17.669329896907215,10,2190,123,1.5233160621761659,1,17,1,489.6928571428571,166.58079518302677,-9.36857142857143
14222.0,2011-06-15,177,683.17,16.662682926829266,1,607,41,0.0,2,16,1,683.17,0.0,0.0
14223.0,2011-09-08,92,975.23,15.987377049180328,4,583,50,2.85,3,11,1,325.07666666666665,32.39868875947501,22.77000000000001
14224.0,2011-08-21,110,1009.73,8.93566371681416,4,483,105,1.8571428571428572,6,13,1,252.4325,89.60018131492072,-16.40500000000001
14226.0,2011-11-11,28,2184.24,30.33666666666667,7,1289,64,3.352112676056338,4,15,1,546.06,346.92892711139933,-235.19199999999995
14227.0,2011-11-13,26,3315.71,18.11863387978142,15,1811,117,1.39010989010989,4,14,1,414.46375,408.16532459067895,-47.13511904761905
14229.0,2011-10-19,51,1450.6,33.73488372093023,5,590,29,6.690476190476191,0,12,1,483.5333333333333,262.5934253429307,212.34999999999997
14231.0,2011-06-13,179,822.0600000000001,15.223333333333334,5,402,47,2.0377358490566038,3,11,1,205.515,157.55388887615564,8.948000000000004
14232.0,2011-11-08,31,2043.93,17.321440677966102,8,1937,81,1.9487179487179487,6,12,1,340.65500000000003,231.05870117786085,-86.44828571428572
14233.0,2011-10-27,43,1447.51,40.20861111111111,5,671,30,7.771428571428571,2,15,1,361.8775,194.57833304781565,96.07300000000002
14234.0,2011-11-17,22,754.12,5.130068027210885,4,951,122,0.23972602739726026,3,13,1,377.06,76.28267955440474,-107.88
14235.0,2011-11-29,10,3093.86,38.67325,6,1947,65,3.1265822784810124,3,13,1,618.772,605.4317859759265,-187.48600000000002
14236.0,2011-09-20,80,490.86,32.724000000000004,2,310,15,20.785714285714285,1,9,1,245.43,79.37980725600183,112.25999999999999
14237.0,2010-12-01,373,161.0,17.88888888888889,1,38,9,0.0,2,13,1,161.0,0.0,0.0
14238.0,2011-01-17,326,146.85,18.35625,1,111,8,0.0,0,14,1,146.85,0.0,0.0
14239.0,2011-10-27,43,2323.5,20.030172413793103,13,986,83,2.3304347826086955,3,14,1,290.4375,228.5466908689401,29.19142857142857
14240.0,2011-11-09,30,890.34,21.19857142857143,2,418,37,4.7560975609756095,2,13,1,445.17,308.7511049372941,436.64
14241.0,2011-06-09,183,213.7,21.37,1,146,10,0.0,3,11,1,213.70000000000002,0.0,0.0
14242.0,2011-04-19,234,280.55,17.534375,2,123,13,6.066666666666666,1,8,1,140.27499999999998,2.722361107568214,3.8499999999999943
14243.0,2011-12-01,8,2535.88,17.134324324324325,14,1204,99,2.3877551020408165,3,13,1,253.58800000000002,141.35539731864188,-24.221696969696968
14245.0,2011-06-16,176,1677.48,14.9775,5,971,107,0.7747747747747747,0,10,1,559.16,511.6665210857556,-499.66
14246.0,2011-08-21,110,1474.06,19.65413333333333,3,804,57,1.8243243243243243,0,11,1,491.3533333333333,37.00435154591057,27.275000000000006
14247.0,2011-03-06,278,136.76999999999998,6.838499999999999,1,47,19,0.0,6,15,1,136.77,0.0,0.0
14248.0,2011-01-25,318,302.58,37.8225,1,102,8,0.0,1,14,1,302.58,0.0,0.0
14250.0,2011-12-02,7,1904.05,17.153603603603603,3,1200,94,0.7454545454545455,6,13,1,952.025,391.4613851326845,-553.6099999999999
14251.0,2011-12-08,1,2879.7000000000003,36.91923076923077,5,1674,37,0.7012987012987013,3,12,1,959.9000000000001,418.06842837028483,-388.59000000000003
14256.0,2011-03-30,254,935.06,17.315925925925928,3,410,51,2.0754716981132075,4,11,1,467.53000000000003,79.66264996847643,-112.65999999999997
14257.0,2011-10-19,51,3087.27,28.85299065420561,6,1677,89,2.5,1,10,1,617.454,447.3153506532053,46.10500000000001
14259.0,2011-07-21,141,120.0,24.0,1,68,5,0.0,3,10,1,120.0,0.0,0.0
14261.0,2011-10-20,50,1163.45,22.37403846153846,2,406,52,0.5294117647058824,3,10,1,581.725,511.98066491811977,-724.05
14262.0,2011-12-01,8,2618.23,18.3093006993007,8,1645,87,1.6126760563380282,3,12,1,374.03285714285715,182.2183138174541,33.12892857142857
14264.0,2011-07-08,154,319.47,16.81421052631579,3,66,17,12.0,4,10,1,106.49000000000001,116.6579885820084,116.385
14265.0,2011-08-22,109,530.18,17.10258064516129,2,330,31,1.3,0,13,0,265.09000000000003,18.44134485334513,26.079999999999984
14267.0,2011-07-12,150,1279.09,19.380151515151518,7,461,25,1.646153846153846,3,10,1,319.7725,510.0625110301024,-241.135
14270.0,2011-01-12,331,492.65,16.98793103448276,1,197,29,0.0,2,9,1,492.65000000000003,0.0,0.0
14271.0,2011-04-28,225,112.32,11.232,1,88,10,0.0,3,12,1,112.32000000000001,0.0,0.0
14272.0,2011-09-27,73,437.96,13.271515151515151,2,599,33,5.625,1,10,1,218.98000000000002,122.88101643459822,173.78
14273.0,2011-10-19,51,559.97,19.309310344827587,4,264,22,6.75,1,13,1,139.9925,60.97069972535988,11.680999999999996
14276.0,2011-09-12,88,1019.39,13.591866666666666,5,723,52,2.689189189189189,6,9,1,254.8475,221.42369722246687,55.77700000000001
14280.0,2011-05-27,196,134.04,16.755,1,52,8,0.0,4,10,1,134.04,0.0,0.0
14282.0,2011-12-06,3,3701.44,24.03532467532468,15,2656,70,2.3398692810457518,3,12,1,411.2711111111111,203.74506082629614,-4.101666666666669
14284.0,2011-11-09,30,578.45,17.01323529411765,3,157,24,1.6363636363636365,2,8,1,289.225,76.2614663509691,107.84999999999997
14285.0,2011-11-18,21,1910.01,70.74111111111111,4,541,18,5.923076923076923,6,11,1,636.6700000000001,621.0544020454247,325.34000000000003
14287.0,2011-12-01,8,156.23000000000002,15.623,4,237,9,21.0,3,11,1,52.07666666666666,62.96825893522333,5.034999999999997
14288.0,2011-05-11,212,413.85,24.344117647058823,2,187,16,0.0625,1,13,1,413.85,0.0,0.0
14289.0,2011-12-01,8,911.26,19.388510638297877,6,292,33,6.043478260869565,2,12,1,151.87666666666667,86.5993380267232,-37.95142857142857
14290.0,2011-11-28,11,2307.4500000000003,22.40242718446602,6,913,90,3.411764705882353,0,14,1,461.49000000000007,404.4775352229095,-3.9840000000000035
14291.0,2011-12-08,1,3873.3,16.27436974789916,12,2748,145,1.1434599156118144,3,10,1,645.5500000000001,279.21199358193763,-34.65771428571428
14292.0,2011-12-02,7,4819.33,44.62342592592592,14,1643,67,2.925233644859813,0,12,1,535.4811111111111,545.7883868186562,36.666166666666655
14293.0,2011-12-06,3,1046.56,17.15672131147541,4,709,51,6.05,0,15,1,261.64,96.09840893584037,-8.501999999999992
14295.0,2011-10-30,40,157.70000000000002,26.28333333333333,2,83,6,58.4,6,15,1,78.85000000000001,123.53155467328986,174.70000000000002
14297.0,2011-11-22,17,1290.48,20.483809523809523,5,862,48,4.129032258064516,1,9,1,430.16,178.65760213324256,173.89
14299.0,2011-12-01,8,2855.35,17.625617283950618,18,2013,94,2.1552795031055902,2,11,1,407.9071428571429,277.3658986317704,11.254999999999997
14300.0,2011-11-21,18,43.2,14.4,1,32,3,0.0,0,8,1,43.2,0.0,0.0
14301.0,2011-08-24,107,632.04,39.5025,2,600,13,0.6,6,15,1,632.04,0.0,0.0
14304.0,2011-05-01,222,197.1,7.3,2,54,25,3.0,6,11,1,98.54999999999998,402.9094439200948,569.8
14305.0,2011-09-29,71,1803.76,16.39781818181818,5,1069,96,0.5688073394495413,2,14,1,601.2533333333333,576.7838806982503,-116.84500000000001
