,customerid,date,Days_Since_Last_Purchase,total_spend,Average_Transaction_Value,Total_Transactions,Total_Products_Purchased,Unique_Products_Purchased,Average_Days_Between_Purchases,Favorite_Shopping_Day,Favorite_Shopping_Hour,is_uk,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,cluster
817,13544.0,2011-10-31,39,276.06,3.539230769230769,2,112,76,2.5974025974025974,2,12,1,138.03,35.38362333057485,50.040000000000006,1
818,13546.0,2011-11-27,12,621.09,6.4029896907216495,3,357,72,1.9479166666666667,0,14,1,207.03,23.974188203148827,13.225000000000009,1
819,13548.0,2011-09-04,96,678.16,5.51349593495935,2,436,114,1.2049180327868851,6,14,1,339.08,82.12338156700562,116.14,1
820,13549.0,2011-11-14,25,916.12,17.61769230769231,8,457,37,4.196078431372549,1,13,1,183.224,108.73561114004926,-45.18200000000001,1
821,13551.0,2011-01-24,319,91.8,22.950000000000003,1,12,4,0.0,0,14,1,91.8,0.0,0.0,1
822,13552.0,2011-10-04,66,3539.53,29.25231404958678,16,1386,82,2.0416666666666665,2,15,1,505.6471428571428,259.5796594313125,-4.645714285714293,1
823,13555.0,2011-09-27,73,4098.88,30.36207407407408,4,2636,128,0.9552238805970148,1,12,1,2049.44,649.6755684185761,918.78,1
824,13557.0,2011-11-11,28,584.06,17.178235294117645,2,546,31,7.636363636363637,4,15,1,292.03,72.61986642785844,102.7,1
825,13558.0,2011-12-04,5,594.52,3.517869822485207,4,338,123,0.3630952380952381,6,11,1,198.1733333333333,100.85205319344436,-95.015,1
826,13560.0,2011-12-02,7,171.42000000000002,5.3568750000000005,1,63,32,0.0,4,13,1,171.42000000000002,0.0,0.0,1
827,13561.0,2011-05-08,215,141.86,10.132857142857144,1,83,14,0.0,6,12,1,141.86,0.0,0.0,1
828,13562.0,2011-09-19,81,1799.33,21.943048780487803,3,757,50,2.0123456790123457,0,10,1,599.7766666666666,8.956418555054972,-6.834999999999979,1
829,13563.0,2011-09-16,84,777.53,15.867959183673468,2,209,49,1.1458333333333333,4,17,1,388.765,110.14602330542849,155.76999999999998,1
830,13564.0,2010-12-20,354,1174.03,14.675375,2,635,67,0.1645569620253164,0,16,1,1174.03,0.0,0.0,1
831,13565.0,2011-11-20,19,240.22,6.321578947368421,2,172,35,8.513513513513514,6,14,1,120.11,14.04314067436484,19.86,1
832,13566.0,2011-10-30,40,856.84,5.0700591715976335,2,567,134,0.244047619047619,6,12,1,428.42,196.42012167799908,-277.7799999999999,1
833,13568.0,2011-06-19,173,187.05,4.3500000000000005,1,66,41,0.0,6,14,1,187.05,0.0,0.0,1
834,13569.0,2011-11-22,17,337.12,4.322051282051282,2,155,72,4.545454545454546,1,13,1,168.56,83.07090465379561,117.48,1
835,13570.0,2011-04-10,243,239.49,8.870000000000001,1,161,27,0.0,6,13,1,239.49,0.0,0.0,1
836,13571.0,2011-11-27,12,2088.94,6.143941176470588,12,1757,157,0.696165191740413,3,12,1,232.10444444444445,181.2637299014279,51.62233333333334,1
837,13572.0,2011-05-18,205,1384.25,41.946969696969695,1,534,32,0.0,2,11,1,1384.25,0.0,0.0,1
838,13573.0,2011-10-20,50,290.25,11.61,2,302,24,8.416666666666666,3,14,1,145.125,160.3081783628022,226.71,1
839,13575.0,2011-11-16,23,732.0699999999999,15.914565217391305,5,449,41,3.355555555555556,4,11,1,146.414,66.49178092065213,5.501000000000002,1
840,13576.0,2011-11-29,10,6703.3,51.56384615384616,20,2640,78,2.736434108527132,2,14,1,558.6083333333333,259.47154784759005,25.287552447552443,1
841,13577.0,2011-11-14,25,1658.3,19.50941176470588,5,771,61,2.5476190476190474,3,10,1,414.5750000000001,76.17449813859403,28.820000000000004,1
842,13579.0,2011-11-25,14,467.04,20.30608695652174,2,176,19,16.09090909090909,4,8,1,233.52,97.32617736251645,137.64000000000004,1
843,13581.0,2011-02-03,309,118.0,11.8,1,30,10,0.0,3,14,1,118.0,0.0,0.0,1
844,13583.0,2011-07-07,155,781.03,14.73641509433962,1,725,53,0.0,3,10,1,781.03,0.0,0.0,1
845,13584.0,2011-02-06,306,142.4,5.933333333333334,1,37,24,0.0,6,12,1,142.4,0.0,0.0,1
846,13587.0,2011-11-08,31,347.0,31.545454545454547,3,160,8,3.1,4,12,1,173.5,338.70414818835627,-479.0,1
847,13588.0,2011-11-24,15,2449.53,13.684525139664805,12,2574,131,1.3202247191011236,3,9,1,408.25500000000005,149.5734596444169,42.654,1
848,13589.0,2011-11-25,14,379.65,18.07857142857143,2,114,21,8.2,4,12,1,189.825,60.563695808627806,85.65,1
849,13590.0,2011-11-28,11,1976.12,22.203595505617976,7,1846,70,3.2954545454545454,2,12,1,329.3533333333333,117.54770566313348,19.15257142857142,1
850,13591.0,2011-10-06,64,1117.13,19.26086206896552,3,485,56,3.526315789473684,3,12,1,372.3766666666666,78.94094396023738,-60.650000000000006,1
851,13592.0,2011-11-04,35,247.96,15.4975,4,84,15,15.2,1,14,1,82.65333333333332,43.47473097482413,-17.134999999999998,1
852,13593.0,2011-08-23,108,1965.08,15.3521875,6,695,77,1.7874015748031495,4,16,1,491.27,133.85023944692816,23.514000000000003,1
853,13594.0,2011-10-18,52,396.97,15.268076923076924,1,359,26,0.0,1,10,1,396.97,0.0,0.0,1
854,13596.0,2011-12-04,5,664.11,4.548698630136986,2,384,133,0.0482758620689655,6,11,1,332.055,65.92356521002183,-93.23000000000002,1
855,13598.0,2011-10-23,47,147.29,4.091388888888889,2,51,33,0.0,6,14,1,147.29,0.0,0.0,1
856,13599.0,2011-12-08,1,5028.57,19.19301526717557,33,3169,171,1.3486590038314177,2,9,1,457.14272727272726,537.7940955810302,63.75054545454547,1
857,13600.0,2011-01-31,312,219.52,11.553684210526315,1,324,19,0.0,0,15,1,219.52,0.0,0.0,1
858,13601.0,2011-10-25,45,693.32,7.003232323232324,2,548,90,1.6938775510204085,1,17,1,346.66,37.53322794538191,-53.079999999999984,1
859,13602.0,2011-10-06,64,428.89,18.647391304347824,1,267,23,0.0,3,11,1,428.89,0.0,0.0,1
860,13603.0,2011-11-13,26,164.34,6.086666666666667,1,164,27,0.0,6,15,1,164.34,0.0,0.0,1
861,13606.0,2011-11-10,29,276.75,6.91875,3,276,40,7.230769230769231,6,12,1,92.25,75.73281785329263,-19.95,1
862,13607.0,2011-10-30,40,675.51,6.964020618556701,1,288,93,0.0,6,16,1,675.51,0.0,0.0,1
863,13610.0,2011-11-27,12,1065.88,4.91188940092166,9,486,165,1.2453703703703705,6,15,1,152.26857142857145,49.66709857594242,-5.958214285714285,1
864,13611.0,2011-09-11,89,1140.8,15.416216216216217,4,750,67,3.684931506849315,6,14,1,380.2666666666667,119.30023568012486,107.265,1
865,13614.0,2011-11-15,24,1585.46,8.130564102564103,4,564,171,1.5721649484536082,1,14,1,396.365,171.40055805043343,62.50599999999999,1
866,13615.0,2011-01-31,312,399.99,16.66625,2,183,23,0.2608695652173913,1,8,1,399.99,0.0,0.0,1
867,13617.0,2011-10-30,40,544.18,12.367727272727272,3,300,31,3.255813953488372,6,13,1,181.39333333333332,51.80147906511292,23.684999999999988,1
868,13618.0,2011-06-19,173,177.34,13.64153846153846,1,246,13,0.0,6,11,1,177.34,0.0,0.0,1
869,13621.0,2011-08-15,116,213.85,11.255263157894737,1,343,19,0.0,0,8,1,213.85,0.0,0.0,1
870,13623.0,2011-11-09,30,696.2,8.490243902439024,7,282,77,3.271604938271605,3,13,1,139.24,32.110836955769315,14.064000000000004,1
871,13626.0,2011-04-01,252,257.23,13.53842105263158,1,209,19,0.0,4,10,1,257.23,0.0,0.0,1
872,13627.0,2011-10-11,59,1624.02,17.276808510638297,7,1266,84,3.172043010752688,3,9,1,270.67,146.63755248912196,-12.459428571428566,1
873,13629.0,2011-11-16,23,7792.36,132.07389830508475,11,4372,28,5.344827586206897,2,8,1,865.8177777777778,317.5249263356256,59.872666666666674,1
874,13630.0,2011-12-04,5,1995.68,24.946,11,1377,51,3.4936708860759493,4,15,1,285.09714285714284,151.04697787049406,20.05571428571428,1
875,13631.0,2011-09-01,99,3021.77,251.8141666666667,12,460,6,15.0,1,15,1,604.354,531.2368785014836,-62.645,1
876,13632.0,2011-11-15,24,2114.68,14.484109589041095,6,1030,121,1.4965517241379311,6,8,1,528.67,276.02033946794575,18.155999999999977,1
877,13634.0,2011-11-06,33,1547.36,8.319139784946238,5,700,156,1.5783783783783785,6,12,1,309.47200000000004,169.4048983058046,6.245999999999999,1
878,13635.0,2011-10-03,67,1071.03,17.274677419354838,1,677,62,0.0,0,10,1,1071.03,0.0,0.0,1
879,13636.0,2011-11-03,36,941.62,14.7128125,6,586,57,3.9047619047619047,3,10,1,188.324,81.56692424015999,26.389,1
880,13637.0,2011-10-18,52,803.05,8.19438775510204,3,404,78,1.7938144329896908,2,13,1,267.68333333333334,144.82645936890583,-144.75,1
881,13638.0,2011-11-24,15,122.64,15.33,1,93,8,0.0,3,10,1,122.64,0.0,0.0,1
882,13639.0,2011-09-26,74,1033.34,25.8335,1,800,39,0.0,0,13,1,1033.34,0.0,0.0,1
883,13642.0,2011-05-08,215,312.28,5.478596491228069,1,151,57,0.0,6,12,1,312.28,0.0,0.0,1
884,13643.0,2011-11-08,31,519.44,18.551428571428573,3,273,24,5.666666666666667,1,15,1,173.14666666666668,86.08181302303835,86.07000000000001,1
885,13644.0,2011-12-01,8,2597.52,17.55081081081081,5,2060,144,0.6462585034013606,2,11,1,519.504,347.0264382291356,-152.42600000000002,1
886,13645.0,2011-08-11,120,252.1,50.42,1,158,5,0.0,3,16,1,252.1,0.0,0.0,1
887,13647.0,2011-11-30,9,1640.22,20.762278481012657,5,886,65,2.871794871794872,3,13,1,328.044,192.0250688842475,-49.196,1
888,13649.0,2011-03-28,256,346.6,15.069565217391306,2,139,23,4.954545454545454,2,14,1,173.3,34.64823227814083,-49.0,1
889,13650.0,2011-11-23,16,1809.34,18.46265306122449,7,918,79,2.5670103092783507,0,12,1,361.86800000000005,68.98153897964295,-1.9540000000000024,1
890,13651.0,2011-10-31,39,79.2,15.84,1,32,5,0.0,0,12,1,79.2,0.0,0.0,1
891,13652.0,2011-10-25,45,1095.08,17.38222222222222,3,578,48,5.193548387096774,0,9,1,365.0266666666666,80.17960172845294,74.02000000000001,1
892,13654.0,2011-10-27,43,2707.33,16.30921686746988,6,2182,157,1.387878787878788,6,16,1,541.466,267.93824088770907,141.638,1
893,13655.0,2011-08-17,114,932.97,16.66017857142857,2,605,52,2.309090909090909,2,14,1,466.485,117.14638043917536,165.67000000000007,1
894,13656.0,2011-06-28,164,379.65,7.747959183673469,2,490,49,3.583333333333333,3,15,1,189.825,38.36054287937019,54.24999999999997,1
895,13657.0,2011-11-29,10,382.14,23.88375,2,209,16,12.666666666666666,6,12,1,191.07,54.77249127070999,77.46000000000001,1
896,13658.0,2011-11-30,9,2421.47,21.620267857142856,7,1009,91,1.7297297297297298,3,13,1,605.3675,574.1233086701264,30.986999999999988,1
897,13659.0,2011-05-26,197,1540.65,14.398598130841124,3,867,93,1.160377358490566,6,12,1,770.325,374.5898173335736,-529.75,1
898,13662.0,2011-09-15,85,862.58,15.132982456140352,7,528,50,3.0535714285714284,2,13,1,215.645,159.85316689595695,13.300000000000006,1
899,13663.0,2011-06-13,179,189.47,14.574615384615385,1,91,13,0.0,0,15,1,189.47,0.0,0.0,1
900,13666.0,2011-10-10,60,84.65,7.054166666666667,3,41,12,20.63636363636364,4,13,1,42.325,30.723789642555488,-43.45,1
901,13667.0,2011-07-13,149,299.05,3.603012048192771,1,149,82,0.0,2,15,1,299.05,0.0,0.0,1
902,13668.0,2011-12-07,2,6162.31,12.47431174089069,29,3617,286,0.7079107505070994,3,12,1,513.5258333333334,351.5257396099656,-10.442272727272732,1
903,13669.0,2011-10-20,50,218.55,24.28333333333333,2,237,9,12.25,3,9,1,109.275,86.44380400005541,122.24999999999996,1
904,13670.0,2011-09-25,75,349.7,13.988,1,282,25,0.0,6,15,1,349.7,0.0,0.0,1
905,13672.0,2011-02-11,301,0.0,0.0,5,0,4,2.2142857142857144,4,13,1,-8.881784197001252e-16,1.2560739669470201e-15,1.7763568394002505e-15,1
906,13673.0,2011-11-21,18,387.44,6.457333333333334,2,114,47,0.2203389830508474,0,15,1,387.44,0.0,0.0,1
907,13675.0,2011-07-11,151,486.8200000000001,19.472800000000003,2,330,25,5.541666666666667,0,12,1,243.41000000000005,91.96630796112235,-130.05999999999997,1
908,13678.0,2011-07-11,151,232.6,14.5375,1,924,16,0.0,0,10,1,232.6,0.0,0.0,1
909,13680.0,2011-12-08,1,2199.01,10.227953488372094,5,1265,164,1.5700934579439252,3,13,1,733.0033333333334,123.30721646900204,-118.19999999999996,1
910,13681.0,2011-11-22,17,827.83,14.523333333333332,4,360,37,2.4285714285714284,6,11,1,275.9433333333333,64.64220319058852,46.645,1
911,13682.0,2011-06-05,187,59.5,19.83333333333333,1,10,3,0.0,6,14,1,59.5,0.0,0.0,1
912,13684.0,2011-02-27,285,62.13,2.071,2,37,29,0.0,6,10,1,62.13,0.0,0.0,1
913,13686.0,2011-06-10,182,72.0,9.0,1,70,8,0.0,4,9,1,72.0,0.0,0.0,1
914,13689.0,2011-10-07,63,910.0,151.66666666666666,1,512,6,0.0,4,13,1,910.0,0.0,0.0,1
915,13690.0,2011-10-11,59,172.25,19.13888888888889,1,67,9,0.0,1,15,1,172.25,0.0,0.0,1
916,13692.0,2011-11-15,24,1473.37,27.28462962962963,4,1225,48,3.981132075471698,6,12,1,491.1233333333333,441.9144707218053,-119.945,1
917,13693.0,2011-01-18,325,-32.0,-8.0,2,-6,4,0.0,1,15,1,-32.0,0.0,0.0,1
918,13695.0,2011-11-08,31,2504.13,27.823666666666668,15,1603,46,2.50561797752809,4,14,1,278.2366666666667,215.85516961611089,33.219166666666666,1
919,13697.0,2011-11-01,38,151.29999999999998,12.608333333333333,1,177,12,0.0,1,9,1,151.3,0.0,0.0,1
920,13699.0,2011-07-07,155,308.58000000000004,22.04142857142857,1,66,14,0.0,3,16,1,308.58000000000004,0.0,0.0,1
921,13700.0,2011-11-13,26,2248.63,11.590876288659794,10,2281,139,1.544041450777202,3,11,1,321.23285714285714,106.96381268358716,15.501071428571423,1
923,13704.0,2011-12-04,5,2295.31,17.002296296296297,10,1528,111,0.5970149253731343,1,15,1,573.8275,514.3146280488238,-374.067,1
924,13705.0,2011-12-02,7,711.86,25.423571428571428,3,363,25,13.51851851851852,0,9,1,237.28666666666663,70.44095778262339,-64.47999999999999,1
925,13706.0,2011-02-10,302,330.79,16.5395,1,189,20,0.0,3,9,1,330.79,0.0,0.0,1
926,13707.0,2011-03-17,267,806.41,16.800208333333334,2,351,48,1.0212765957446808,4,13,1,403.205,254.8483550074436,-360.41,1
927,13708.0,2011-03-13,271,283.33,5.902708333333333,1,300,48,0.0,6,13,1,283.33,0.0,0.0,1
928,13709.0,2011-12-06,3,6228.71,18.05423188405797,17,3493,244,0.8895348837209303,4,14,1,889.8157142857143,600.8132224148961,23.62071428571428,1
929,13710.0,2011-11-08,31,180.48,22.56,1,176,8,0.0,1,8,1,180.48,0.0,0.0,1
930,13711.0,2011-05-05,218,252.06,19.38923076923077,2,140,11,0.0,3,10,1,252.06,0.0,0.0,1
931,13712.0,2011-04-07,246,228.84,22.884,1,352,10,0.0,3,12,1,228.84,0.0,0.0,1
932,13715.0,2011-03-03,281,1051.99,9.831682242990654,8,554,89,0.8490566037735849,2,12,1,350.66333333333336,185.39733933725515,-168.395,1
933,13716.0,2011-03-15,269,138.28,6.584761904761905,1,138,21,0.0,1,13,1,138.28,0.0,0.0,1
934,13717.0,2011-11-07,32,1432.26,13.905436893203884,7,1958,92,2.5686274509803924,0,14,1,238.71,54.65545498850047,-11.698857142857143,1
935,13718.0,2011-04-07,246,306.55,25.54583333333333,2,173,9,4.454545454545454,3,11,1,153.275,55.472526984084645,78.44999999999999,1
936,13719.0,2011-11-24,15,1041.68,17.361333333333334,5,609,56,3.6779661016949152,3,15,1,260.42,136.8873656210341,100.33,1
937,13720.0,2011-08-15,116,799.9,18.60232558139535,4,501,42,3.238095238095238,2,9,1,199.975,68.59415062525376,-10.199999999999998,1
938,13721.0,2011-11-03,36,524.14,18.719285714285714,1,316,28,0.0,3,14,1,524.14,0.0,0.0,1
939,13722.0,2011-08-11,120,2369.16,27.548372093023254,4,1400,75,1.9058823529411764,2,11,1,789.7199999999999,742.443611259468,-734.86,1
940,13723.0,2011-05-06,217,199.85,33.30833333333334,1,43,6,0.0,4,17,1,199.85,0.0,0.0,1
941,13725.0,2011-10-21,49,1809.81,15.337372881355932,11,659,97,2.1794871794871797,4,12,1,301.635,560.0343013691215,-211.30314285714283,1
942,13726.0,2011-11-01,38,1079.66,25.70619047619047,2,1054,39,1.4878048780487805,2,11,1,539.83,349.52288194051044,494.3,1
943,13727.0,2011-11-11,28,333.48,16.674,2,162,19,0.2105263157894736,6,12,1,333.48,0.0,0.0,1
944,13728.0,2011-11-03,36,1016.14,16.12920634920635,6,458,38,4.354838709677419,2,10,1,169.35666666666663,27.994699974578527,6.523428571428571,1
945,13730.0,2011-07-27,135,752.6,17.50232558139535,2,488,38,0.5952380952380952,4,12,1,752.6,0.0,0.0,1
946,13731.0,2011-05-04,219,610.59,16.068157894736842,2,278,36,0.7297297297297297,3,10,1,305.295,3.9951533137039776,-5.649999999999977,1
947,13732.0,2011-11-11,28,491.86,14.904848484848486,1,498,33,0.0,4,15,1,491.86,0.0,0.0,1
948,13735.0,2011-11-15,24,2764.48,13.354975845410628,8,1081,161,1.0097087378640777,1,11,1,691.12,283.0468492434895,-78.91999999999999,1
949,13736.0,2011-12-04,5,721.9,3.740414507772021,3,492,167,1.328125,6,15,1,360.95,16.008897526063425,22.639999999999983,1
950,13737.0,2011-05-23,200,339.6,11.32,1,125,29,0.0,0,16,1,339.6,0.0,0.0,1
951,13739.0,2011-11-21,18,216.9,72.3,1,54,3,0.0,0,13,1,216.9,0.0,0.0,1
952,13740.0,2011-04-13,240,350.75,15.25,1,425,23,0.0,2,10,1,350.75,0.0,0.0,1
953,13741.0,2011-09-29,71,666.33,19.038,4,217,34,4.264705882352941,3,9,1,222.11,74.6776479276095,72.22,1
954,13742.0,2011-11-23,16,3079.27,9.775460317460317,14,1107,200,0.9490445859872612,6,14,1,439.8957142857143,307.91053223607787,-21.422142857142862,1
955,13743.0,2011-12-07,2,1340.15,31.90833333333333,8,1775,8,6.146341463414634,4,14,1,223.35833333333332,64.15511465710794,14.455142857142857,1
956,13744.0,2011-09-05,95,1080.52,17.15111111111111,2,1153,54,3.177419354838709,6,14,1,540.26,391.82200959108974,-554.1200000000001,1
957,13745.0,2011-07-11,151,291.54,11.213076923076924,2,486,25,0.4,3,16,1,145.77,218.1707262672974,-308.54,1
959,13748.0,2011-09-05,95,948.25,33.86607142857143,5,439,24,10.25925925925926,0,9,1,316.0833333333333,97.18194705465278,81.69999999999999,1
960,13750.0,2011-10-17,53,1647.26,68.63583333333334,5,516,20,12.173913043478262,1,15,1,329.452,21.884265352074312,-2.7540000000000022,1
961,13751.0,2011-02-24,288,296.25,32.916666666666664,1,152,9,0.0,3,15,1,296.25,0.0,0.0,1
962,13752.0,2011-08-07,124,1175.38,15.671733333333334,6,874,64,1.6216216216216215,6,14,1,235.076,136.03850385093185,-52.51700000000001,1
963,13753.0,2011-02-25,287,741.26,21.178857142857144,1,512,35,0.0,4,12,1,741.26,0.0,0.0,1
964,13754.0,2011-07-11,151,282.6,23.55,2,214,11,15.0,2,14,1,141.3,20.78893936688451,-29.40000000000001,1
965,13755.0,2011-12-06,3,2101.39,6.526055900621118,10,1219,232,0.1744548286604361,0,13,1,700.4633333333333,478.6726012979366,-364.28,1
966,13756.0,2011-12-07,2,5145.12,35.979860139860136,15,3164,66,2.5211267605633805,2,9,1,571.6800000000001,304.6250058678703,18.818500000000007,1
967,13758.0,2011-11-28,11,3190.55,27.26965811965812,7,1844,104,3.0948275862068964,6,15,1,638.11,255.8085855674121,71.133,1
968,13759.0,2011-11-06,33,659.4100000000001,26.376400000000004,2,287,24,1.5416666666666667,3,15,1,329.70500000000004,326.266139907285,-461.4100000000001,1
969,13760.0,2011-10-16,54,286.79,5.03140350877193,2,197,50,3.607142857142857,6,16,1,143.395,11.745043635508564,16.610000000000014,1
970,13761.0,2011-10-20,50,1070.65,15.295000000000002,2,642,68,1.8695652173913044,3,14,1,535.325,61.68092452290257,87.23000000000008,1
971,13762.0,2011-05-19,204,3.552713678800501e-15,2.5376526277146434e-16,2,0,7,1.0769230769230769,3,9,1,3.552713678800501e-15,0.0,0.0,1
972,13763.0,2011-10-07,63,1689.46,99.38,3,725,17,6.6875,4,15,1,563.1533333333333,997.502887481201,865.9799999999999,1
973,13764.0,2011-09-30,70,1516.42,7.36126213592233,3,923,182,1.297560975609756,3,12,1,505.47333333333336,65.044972390903,36.620000000000005,1
974,13769.0,2011-12-07,2,2771.87,19.383706293706293,16,1152,73,2.528169014084507,0,13,1,277.187,115.39213905923864,3.607818181818182,1
975,13771.0,2011-10-06,64,2631.7,21.93083333333333,5,1476,114,1.5210084033613445,2,14,1,657.925,499.3804903744905,29.799999999999976,1
976,13772.0,2011-11-06,33,1122.63,6.489190751445087,3,540,141,1.191860465116279,6,11,1,374.21,126.47715643546071,105.62000000000002,1
977,13774.0,2011-09-19,81,345.0,15.681818181818182,1,192,22,0.0,0,12,1,345.0,0.0,0.0,1
978,13778.0,2011-08-28,103,178.7,19.855555555555554,1,70,9,0.0,6,15,1,178.7,0.0,0.0,1
979,13780.0,2011-12-02,7,360.01,6.315964912280702,2,318,56,2.9107142857142856,4,13,1,180.00500000000002,90.12075926222548,127.45,1
980,13781.0,2011-04-03,250,127.84,7.52,1,30,17,0.0,6,12,1,127.84,0.0,0.0,1
981,13782.0,2011-11-27,12,908.86,8.043008849557522,6,369,96,2.7857142857142856,6,12,1,181.772,47.45981742484899,4.088999999999999,1
982,13784.0,2011-11-30,9,2462.79,79.44483870967741,11,2493,9,10.6,3,9,1,273.6433333333333,244.479226929406,-0.0209999999999998,1
983,13786.0,2010-12-07,367,230.4,32.91428571428571,1,136,7,0.0,1,13,1,230.4,0.0,0.0,1
984,13787.0,2011-09-25,75,309.04,9.969032258064518,2,337,24,9.6,6,12,1,154.51999999999998,68.05195662139333,96.23999999999998,1
985,13790.0,2011-12-05,4,348.8,7.751111111111111,1,748,45,0.0,0,15,1,348.79999999999995,0.0,0.0,1
986,13791.0,2011-10-27,43,1047.68,61.62823529411765,3,828,7,7.75,3,16,1,349.2266666666667,730.2930330581919,-702.66,1
987,13792.0,2011-10-04,66,195.55,15.042307692307691,2,92,13,18.416666666666668,1,14,1,97.775,32.774399307996475,46.35,1
988,13799.0,2011-08-15,116,688.86,17.663076923076922,2,402,32,4.657894736842105,0,12,1,344.42999999999995,3.860803025278555,5.45999999999998,1
989,13800.0,2011-02-03,309,558.32,16.91878787878788,1,331,33,0.0,3,12,1,558.32,0.0,0.0,1
990,13801.0,2011-10-04,66,324.8,14.121739130434785,1,168,23,0.0,1,10,1,324.8,0.0,0.0,1
991,13802.0,2011-07-24,138,3906.27,59.18590909090909,6,2281,57,3.3846153846153846,2,10,1,976.5675,909.9631340288828,432.331,1
992,13803.0,2011-03-29,255,277.07,16.298235294117646,1,121,17,0.0,1,12,1,277.07,0.0,0.0,1
993,13804.0,2011-11-09,30,2588.39,19.173259259259257,7,1462,124,1.9253731343283584,2,12,1,647.0975,221.486633362678,-86.34700000000001,1
994,13805.0,2011-10-18,52,924.6,71.12307692307692,2,1900,10,6.333333333333333,1,14,1,462.3,53.655262556435225,-75.88,1
995,13806.0,2011-10-07,63,256.38,25.638,1,56,10,0.0,4,11,1,256.38,0.0,0.0,1
996,13807.0,2010-12-07,367,112.6,16.085714285714285,1,36,7,0.0,1,15,1,112.6,0.0,0.0,1
997,13808.0,2011-12-04,5,1747.66,22.99552631578948,5,782,70,1.1866666666666668,6,12,1,582.5533333333334,308.17520752541617,-246.97000000000003,1
998,13809.0,2011-02-07,305,155.05,12.920833333333334,1,29,11,0.0,0,13,0,155.05,0.0,0.0,1
999,13810.0,2011-11-11,28,827.51,25.8596875,2,307,30,0.8709677419354839,4,12,0,413.755,262.6830981429905,-371.49,1
1000,13811.0,2011-06-09,183,519.75,51.975,2,63,5,6.111111111111111,3,9,0,259.875,52.50267850310115,74.25,1
1001,13812.0,2011-10-28,42,485.0,14.696969696969695,3,330,32,1.9375,4,12,0,242.5,25.795255377685265,-36.48000000000002,1
1002,13813.0,2011-10-31,39,1155.41,17.24492537313433,5,539,53,1.4242424242424243,0,10,0,288.8525,212.534184760162,56.48300000000002,1
1003,13814.0,2011-10-14,56,1562.12,26.933103448275865,3,862,37,1.4035087719298245,0,13,0,520.7066666666666,496.4244403062095,-317.27,1
1004,13815.0,2011-11-17,22,3654.91,21.00522988505747,5,2537,131,1.7052023121387283,0,13,0,913.7275,728.3066399246497,-161.339,1
1005,13816.0,2011-11-16,23,483.04,15.581935483870968,4,256,26,1.3,3,14,0,241.52,96.46350708946883,-136.42000000000002,1
1006,13817.0,2011-11-10,29,328.98,14.953636363636363,2,208,19,15.333333333333334,3,17,0,164.49,76.07054752004878,107.58,1
1007,13819.0,2011-02-11,301,1140.35,31.676388888888887,3,1109,26,0.4857142857142857,0,10,1,570.175,228.92582040914476,323.74999999999994,1
1008,13821.0,2011-07-18,144,385.64,6.536271186440678,2,153,51,2.0,2,11,1,192.82,109.36113477831142,-154.65999999999997,1
1009,13822.0,2011-12-04,5,632.0,6.583333333333333,2,611,90,0.3578947368421052,6,15,1,316.0,215.4978626344122,-304.76,1
1010,13823.0,2011-11-21,18,957.66,23.9415,2,439,39,1.8461538461538465,4,10,1,478.83,242.66490516759933,-343.17999999999995,1
1011,13824.0,2011-11-07,32,1698.94,36.93347826086956,5,768,34,6.133333333333334,2,8,1,339.788,213.2000640712849,-81.0,1
1012,13826.0,2011-07-04,158,179.55,16.322727272727274,2,81,10,1.8,3,13,1,89.775,141.0324475076569,-199.45,1
1013,13827.0,2011-10-13,57,409.8,4.4543478260869565,3,138,83,0.934065934065934,4,11,1,204.9,135.56651208908488,-191.72,1
1014,13828.0,2011-11-17,22,209.49,13.966,1,311,15,0.0,3,16,1,209.49,0.0,0.0,1
1016,13831.0,2011-11-23,16,2198.45,30.534027777777776,6,743,58,4.929577464788732,0,13,1,439.69,140.63675017576307,-34.645,1
1017,13832.0,2011-11-22,17,40.95,10.2375,2,25,3,0.3333333333333333,6,15,1,40.95,0.0,0.0,1
1018,13833.0,2011-07-03,159,383.85,13.708928571428572,1,117,28,0.0,6,13,1,383.85,0.0,0.0,1
1019,13835.0,2011-11-14,25,834.57,15.174,4,442,48,3.4814814814814814,6,15,1,208.6425,96.69237107962547,-71.369,1
1020,13837.0,2011-05-12,211,266.59000000000003,14.810555555555558,2,182,17,6.176470588235294,3,12,1,133.29500000000002,34.287607819735705,48.49000000000002,1
1021,13838.0,2011-12-04,5,674.82,4.089818181818182,4,254,144,2.2195121951219514,6,10,1,224.94,15.60701124495013,-11.689999999999998,1
1023,13842.0,2011-10-12,58,3385.62,16.43504854368932,9,1768,155,1.4780487804878049,2,10,1,376.18,133.94066970117774,36.12016666666667,1
1024,13844.0,2011-11-28,11,361.62,18.081,1,196,20,0.0,0,13,1,361.62,0.0,0.0,1
1025,13845.0,2011-10-06,64,312.98,34.77555555555556,1,182,9,0.0,3,8,1,312.98,0.0,0.0,1
1026,13846.0,2011-11-15,24,847.61,14.61396551724138,4,383,56,5.859649122807017,1,16,1,282.5366666666667,112.88254795730532,-105.135,1
1027,13849.0,2011-10-19,51,1537.95,15.22722772277228,2,1016,97,1.19,2,10,1,768.975,248.045987772429,350.79,1
